FileAddress,corresponding_img,Goasting,SNR Chang,SNR Normal,dataset
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221115_092900_aRi008_1_1_1\4,anat_20221115_092900_aRi008_1_1_1_2.png,FALSE,49.70580576,20.76895201,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221115_121244_aRi016_1_1_1\4,anat_20221115_121244_aRi016_1_1_1_4.png,FALSE,49.81380447,22.12124527,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221116_125918_aRi002_1_1_1\26,anat_20221116_125918_aRi002_1_1_1_6.png,FALSE,62.4468645,24.38896002,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221116_125918_aRi002_1_1_1\4,anat_20221116_125918_aRi002_1_1_1_8.png,FALSE,60.12925088,22.76739695,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221117_094100_aRi005_1_1_1\20,anat_20221117_094100_aRi005_1_1_1_10.png,FALSE,67.15209567,24.03138324,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221117_094100_aRi005_1_1_1\29,anat_20221117_094100_aRi005_1_1_1_12.png,FALSE,67.00670922,25.06140921,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221117_094100_aRi005_1_1_1\4,anat_20221117_094100_aRi005_1_1_1_14.png,FALSE,50.83009488,20.46345448,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221118_093214_aRi007_1_1_1\22,anat_20221118_093214_aRi007_1_1_1_16.png,FALSE,57.52752657,10.5370562,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221118_093214_aRi007_1_1_1\4,anat_20221118_093214_aRi007_1_1_1_18.png,FALSE,50.64848086,12.42299913,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221118_120755_aRi010_1_1_1\14,anat_20221118_120755_aRi010_1_1_1_20.png,FALSE,50.12883807,11.79186165,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221118_120755_aRi010_1_1_1\4,anat_20221118_120755_aRi010_1_1_1_22.png,FALSE,73.53183061,18.88117682,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221118_134533_aRi004_1_1_1\15,anat_20221118_134533_aRi004_1_1_1_24.png,FALSE,73.2796158,14.49437019,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221118_134533_aRi004_1_1_1\24,anat_20221118_134533_aRi004_1_1_1_26.png,FALSE,58.09732384,20.89563728,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221118_134533_aRi004_1_1_1\4,anat_20221118_134533_aRi004_1_1_1_28.png,FALSE,92.61871008,11.89111284,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221118_155515_aRi014_1_1_1\18,anat_20221118_155515_aRi014_1_1_1_30.png,FALSE,74.66362644,20.52406642,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221118_155515_aRi014_1_1_1\28,anat_20221118_155515_aRi014_1_1_1_32.png,FALSE,88.42037121,15.9856915,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221118_155515_aRi014_1_1_1\4,anat_20221118_155515_aRi014_1_1_1_34.png,FALSE,70.21149032,15.58308535,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221121_093642_aRi018_1_1_1\20,anat_20221121_093642_aRi018_1_1_1_36.png,FALSE,65.83630447,30.01269929,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221121_093642_aRi018_1_1_1\4,anat_20221121_093642_aRi018_1_1_1_38.png,FALSE,68.60920337,21.62562724,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221121_120051_aRi017_1_1_1\25,anat_20221121_120051_aRi017_1_1_1_40.png,FALSE,67.3652494,17.46613831,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221121_120051_aRi017_1_1_1\4,anat_20221121_120051_aRi017_1_1_1_42.png,FALSE,69.89914611,20.65162119,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221122_120345_aRi020_1_1_1\17,anat_20221122_120345_aRi020_1_1_1_44.png,FALSE,75.23730291,19.54556982,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20221122_120345_aRi020_1_1_1\4,anat_20221122_120345_aRi020_1_1_1_46.png,FALSE,76.84250088,24.01094377,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20230111_094030_aRi022_1_1_1\4,anat_20230111_094030_aRi022_1_1_1_48.png,FALSE,59.69454061,30.29761426,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20230111_124903_aRi021_1_1_1\13,anat_20230111_124903_aRi021_1_1_1_50.png,FALSE,71.16553001,21.08004302,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20230111_124903_aRi021_1_1_1\4,anat_20230111_124903_aRi021_1_1_1_52.png,FALSE,51.76608698,18.1929298,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20230111_143537_aRi025_1_1_1\15,anat_20230111_143537_aRi025_1_1_1_54.png,FALSE,65.94854368,26.70153705,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20230111_143537_aRi025_1_1_1\4,anat_20230111_143537_aRi025_1_1_1_56.png,FALSE,51.54038277,17.77705924,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20230112_123947_aRi030_1_1_1\14,anat_20230112_123947_aRi030_1_1_1_58.png,FALSE,67.98926717,27.81834492,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20230112_123947_aRi030_1_1_1\4,anat_20230112_123947_aRi030_1_1_1_60.png,FALSE,49.3917622,24.32307948,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20230113_090316_aRi024_1_1_1\15,anat_20230113_090316_aRi024_1_1_1_62.png,FALSE,57.52196856,19.63467088,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20230113_090316_aRi024_1_1_1\4,anat_20230113_090316_aRi024_1_1_1_64.png,FALSE,59.13874338,23.20824424,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20230220_125241_aRi043_1_1_1\19,anat_20230220_125241_aRi043_1_1_1_66.png,FALSE,75.18307715,20.94431229,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20230220_125241_aRi043_1_1_1\4,anat_20230220_125241_aRi043_1_1_1_68.png,FALSE,50.29954266,32.49275308,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20230221_125550_aRi037_1_1_1\15,anat_20230221_125550_aRi037_1_1_1_70.png,FALSE,62.50574974,17.4907028,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Rivera-Olvera\20230221_125550_aRi037_1_1_1\4,anat_20230221_125550_aRi037_1_1_1_72.png,FALSE,59.68761896,13.9366311,117c_m_Ri
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_5\201800907_152058_AE0617_6_w00_170907_1_1\10,anatomical_201800907_152058_AE0617_6_w00_170907_1_1_1.png,FALSE,40.41343682,18.69491751,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_5\201800907_152058_AE0617_6_w00_170907_1_1\11,anatomical_201800907_152058_AE0617_6_w00_170907_1_1_2.png,FALSE,34.7612864,22.76080283,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_5\20181017_081132_AE0617_18_w07_181017_1_1\11,anatomical_20181017_081132_AE0617_18_w07_181017_1_1_3.png,FALSE,36.78935321,23.5085086,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_5\20181017_081132_AE0617_18_w07_181017_1_1\14,anatomical_20181017_081132_AE0617_18_w07_181017_1_1_4.png,FALSE,39.2242832,19.21905226,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_5\20181017_110514_AE0617_27_w07_181017_1_1\10,anatomical_20181017_110514_AE0617_27_w07_181017_1_1_5.png,FALSE,40.40183625,19.59083122,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_5\20181017_110514_AE0617_27_w07_181017_1_1\11,anatomical_20181017_110514_AE0617_27_w07_181017_1_1_6.png,FALSE,36.47754669,25.29696225,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_5\20181017_134753_AE0617_21_w07_181017_1_1\10,anatomical_20181017_134753_AE0617_21_w07_181017_1_1_7.png,FALSE,41.03884218,19.30260246,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_5\20181017_134753_AE0617_21_w07_181017_1_1\11,anatomical_20181017_134753_AE0617_21_w07_181017_1_1_8.png,FALSE,34.72183434,25.05084927,117_m_Ra
C:\Users\aswen\Documents\Data\2023_Kalantari_AIDAqc\inputs\mri\Ramos-Cabrer\RamosCabrer_5\20181022_081449_AE0617_118_w07_181022_2_1_1\10,anatomical_20181022_081449_AE0617_118_w07_181022_2_1_1_9.png,FALSE,39.56475726,18.14762377,117_m_Ra
